,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,Numer rejestracyjny pojazdu,Emisja CO2,Faktura VAT,Leasing,Tuning,Okres gwarancji producenta
855,209900,Firmy,Osobowe,Audi,A6,null,2021,27 008 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,Niemcy,09/03/2021,Tak,null,null,Tak,Używane,EL1ER39,null,Tak,null,null,null
856,132900,Firmy,Osobowe,Audi,A6,null,2017,102 200 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,Niemcy,10/07/2017,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
857,269000,Osoby prywatnej,Osobowe,Audi,A6,55 TFSI Quattro Sport S tronic,2018,36 000 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (stały),9 l/100km,Sedan,4,5,Czarny,Metalik,Niemcy,20/08/2018,Tak,null,Tak,Tak,Używane,KWI 7712C,null,null,null,null,null
858,56900,Osoby prywatnej,Osobowe,Audi,A6,null,2012,276 250 km,1 968 cm3,Diesel,177 KM,Automatyczna,null,null,Kombi,5,null,Czarny,null,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
859,167900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI quattro S tronic,2017,76 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),"8,30 l/100km",Kombi,4,5,Czarny,Metalik,Polska,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
860,31500,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Quattro Tiptr,2007,298 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,null,11 l/100km,Kombi,5,null,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
861,66000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra,2013,192 000 km,1 968 cm3,Diesel,190 KM,Manualna,Na przednie koła,"5,40 l/100km",Kombi,5,5,Srebrny,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
862,130900,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2017,168 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),"5,20 l/100km",Kombi,5,5,Inny kolor,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,null,null,null,null,null
863,79900,Firmy,Osobowe,Audi,A6,2.0 TDI Prime Line Multitronic,2014,174 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,6 l/100km,Kombi,5,5,Szary,Metalik,null,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
864,18900,Osoby prywatnej,Osobowe,Audi,A6,null,2014,197 432 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Szary,Matowy,Niemcy,25/01/2015,null,null,null,Tak,Używane,null,null,null,null,null,null
865,28900,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Multitronic,2006,208 761 km,2 698 cm3,Diesel,180 KM,Automatyczna,null,10 l/100km,Kombi,5,5,Srebrny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
866,420633,Firmy,Osobowe,Audi,A6,null,2022,null,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Brązowy,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
867,20950,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Multitronic,2007,271 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,4x4 (dołączany automatycznie),10 l/100km,Kombi,5,5,Srebrny,Metalik,null,20/06/2007,Tak,null,null,null,Używane,null,null,null,null,null,null
868,64900,Osoby prywatnej,Osobowe,Audi,A6,null,2012,242 900 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Szary,Metalik,Belgia,24/10/2012,Tak,null,Tak,null,Używane,PZL03711,null,null,null,Tak,null
869,11999,Osoby prywatnej,Osobowe,Audi,A6,null,2004,299 900 km,2 496 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,"7,40 l/100km",Kombi,5,5,Czarny,null,Niemcy,19/02/2004,null,null,null,null,Używane,KR 899WP,null,null,null,null,null
870,35600,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDIe,2010,240 000 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,7 l/100km,Kombi,5,5,Czarny,null,null,31/08/2010,Tak,null,Tak,Tak,Używane,null,null,Tak,Tak,null,null
871,25900,Osoby prywatnej,Osobowe,Audi,A6,3.2 FSI Multitronic,2006,200 500 km,3 123 cm3,Benzyna,255 KM,Automatyczna,null,13 l/100km,Sedan,5,null,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
872,135000,Firmy,Osobowe,Audi,A6,Avant 40 TDI quattro S tronic,2019,118 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),"5,60 l/100km",Sedan,5,5,Czarny,null,Polska,null,Tak,null,null,null,Używane,null,null,Tak,null,null,null
873,169740,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2017,171 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,null,6 l/100km,Kombi,5,5,Szary,Metalik,Niemcy,null,Tak,null,null,Tak,Używane,null,null,Tak,Tak,null,null
874,28500,Osoby prywatnej,Osobowe,Audi,A6,null,2007,280 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,5,5,Inny kolor,Metalik,Niemcy,30/01/2007,Tak,null,null,null,Używane,DKL8FE8,null,null,null,null,null
875,18000,Osoby prywatnej,Osobowe,Audi,A6,null,1997,265 000 km,2 598 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Fioletowy,Metalik,Niemcy,06/11/1997,Tak,null,Tak,null,Używane,null,null,null,null,null,null
876,16000,Osoby prywatnej,Osobowe,Audi,A6,null,2002,240 000 km,2 671 cm3,Benzyna+LPG,250 KM,Manualna,4x4 (stały),null,Sedan,4,5,Srebrny,Metalik,Wielka Brytania,09/09/2002,Tak,null,null,null,Używane,BI783CL,null,null,null,null,null
877,219900,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI competition quattro tiptronic,2017,106 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (stały),"7,70 l/100km",Kombi,5,5,Szary,Metalik,Polska,null,Tak,Tak,null,Tak,Używane,EL1E188,null,Tak,null,null,null
878,72400,Firmy,Osobowe,Audi,A6,2.0 TDI Ultra,2014,124 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,"5,10 l/100km",Kombi,4,5,Czarny,Metalik,Belgia,null,null,Tak,null,Tak,Używane,null,null,null,null,null,null
879,59000,Osoby prywatnej,Osobowe,Audi,A6,null,2013,201 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,6 l/100km,Kombi,4,5,Czarny,Metalik,Niemcy,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
880,89900,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2016,211 208 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,"4,90 l/100km",Kombi,5,5,Szary,Metalik,Niemcy,null,Tak,Tak,Tak,Tak,Używane,GSZ CH99,null,null,null,null,null
881,233000,Osoby prywatnej,Osobowe,Audi,A6,45 TDI quattro S tronic,2021,8 100 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),"7,60 l/100km",Sedan,4,5,Czarny,Perłowy,Niemcy,04/08/2021,Tak,null,null,Tak,Używane,NDZ42128,null,Tak,null,null,04/08/2023
882,24500,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2004,278 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (dołączany ręcznie),11 l/100km,Kombi,4,5,Niebieski,Metalik,Niemcy,null,null,null,Tak,null,Używane,null,null,null,null,null,null
883,7400,Osoby prywatnej,Osobowe,Audi,A6,null,1996,388 000 km,2 461 cm3,Diesel,140 KM,Manualna,Na przednie koła,null,Kombi,5,5,Inny kolor,null,null,null,Tak,null,null,null,Używane,null,null,null,null,null,null
884,5900,Osoby prywatnej,Osobowe,Audi,A6,null,1997,431 500 km,1 893 cm3,Diesel,90 KM,Manualna,Na przednie koła,null,Sedan,4,5,Inny kolor,Metalik,Belgia,03/04/1997,Tak,null,null,null,Używane,null,null,null,null,null,null
885,67900,Osoby prywatnej,Osobowe,Audi,A6,null,2012,200 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,"6,10 l/100km",Kombi,5,5,Biały,null,null,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
886,22500,Osoby prywatnej,Osobowe,Audi,A6,3.2 FSI Quattro Tiptr,2005,269 000 km,3 123 cm3,Benzyna,255 KM,Automatyczna,4x4 (dołączany automatycznie),17 l/100km,Sedan,4,null,Srebrny,Metalik,Niemcy,01/01/2005,null,null,Tak,Tak,Używane,Hd ok 456,null,null,null,null,null
887,113900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Ultra S tronic,2018,49 500 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,5 l/100km,Sedan,4,5,Czarny,Metalik,Polska,22/08/2018,Tak,null,null,Tak,Używane,null,null,null,null,null,null
888,30900,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Quattro Tiptr,2008,295 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Czerwony,Perłowy,Niemcy,28/02/2008,null,null,Tak,Tak,Używane,null,null,null,null,null,null
889,55500,Firmy,Osobowe,Audi,A6,2.0 TDI,2011,149 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,6 l/100km,Sedan,4,5,Niebieski,Metalik,Niemcy,27/06/2011,null,Tak,Tak,Tak,Używane,kra7819y,129 g/km,null,null,null,null
890,17500,Osoby prywatnej,Osobowe,Audi,A6,null,2006,238 000 km,2 393 cm3,Benzyna,177 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,Niemcy,null,null,null,Tak,null,Używane,null,null,null,null,null,null
891,119000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI quattro S tronic,2016,87 248 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (dołączany automatycznie),"8,30 l/100km",Sedan,4,5,Czarny,Metalik,null,01/01/2016,Tak,null,null,null,Używane,null,null,null,null,null,null
892,139999,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2015,155 618 km,2 967 cm3,Diesel,320 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Szary,null,null,null,null,null,Tak,null,Używane,null,null,Tak,null,null,null
893,22200,Firmy,Osobowe,Audi,A6,null,2005,285 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,null,11 l/100km,Kombi,5,5,Szary,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
894,9900,Osoby prywatnej,Osobowe,Audi,A6,null,1994,247 300 km,1 984 cm3,Benzyna,115 KM,Manualna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,Niemcy,19/09/1994,Tak,null,Tak,null,Używane,FZA 39173,null,null,null,null,null
895,82900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Ultra DPF S tronic,2015,215 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Kombi,4,null,Czarny,null,null,null,Tak,Tak,Tak,null,Używane,null,null,null,null,null,null
896,21900,Osoby prywatnej,Osobowe,Audi,A6,2.4,2005,204 000 km,2 393 cm3,Benzyna,177 KM,Manualna,null,14 l/100km,Kombi,5,5,Srebrny,Metalik,null,null,null,null,Tak,null,Używane,null,null,null,null,null,null
897,74900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2014,203 600 km,1 968 cm3,Diesel,190 KM,Automatyczna,null,"5,20 l/100km",Kombi,5,5,Szary,null,null,null,Tak,null,null,null,Używane,GWE7245R,null,null,null,null,null
898,24900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2006,280 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,null,11 l/100km,Sedan,4,null,Szary,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
899,44600,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TFSI quattro tiptronic,2009,171 000 km,2 995 cm3,Benzyna,290 KM,Automatyczna,4x4 (stały),"13,30 l/100km",Kombi,5,5,Niebieski,Metalik,Szwajcaria,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
900,19500,Osoby prywatnej,Osobowe,Audi,A6,null,2001,122 432 km,2 976 cm3,Benzyna,220 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,Metalik,Szwajcaria,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
901,82000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2013,115 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),6 l/100km,Sedan,5,5,Biały,Perłowy,null,15/08/2013,Tak,null,null,Tak,Używane,null,null,null,null,null,null
902,258300,Osoby prywatnej,Osobowe,Audi,A6,null,2018,149 000 km,2 967 cm3,Diesel,231 KM,Automatyczna,4x4 (stały),"6,20 l/100km",Sedan,5,5,Czarny,Metalik,Niemcy,null,Tak,null,Tak,null,Używane,null,null,Tak,null,null,null
903,145900,Firmy,Osobowe,Audi,A6,null,2017,81 994 km,2 967 cm3,Diesel,218 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,null,10/04/2017,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
904,167900,Firmy,Osobowe,Audi,A6,3.0 TDI quattro S tronic,2018,86 201 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),"5,90 l/100km",Sedan,4,5,Czarny,Metalik,null,12/03/2018,null,Tak,null,Tak,Używane,null,null,Tak,Tak,null,null
905,22800,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2007,289 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,8 l/100km,Kombi,5,5,Czarny,Metalik,null,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
906,27500,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Multitronic,2007,300 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,null,10 l/100km,Sedan,5,5,Niebieski,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
907,64999,Osoby prywatnej,Osobowe,Audi,A6,null,2012,170 000 km,1 984 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,null,Sedan,5,5,Czarny,Perłowy,Polska,null,Tak,Tak,Tak,Tak,Używane,null,null,null,null,null,null
908,24000,Osoby prywatnej,Osobowe,Audi,A6,2.4 Multitronic,2006,197 000 km,2 393 cm3,Benzyna+LPG,177 KM,Automatyczna,null,13 l/100km,Kombi,5,null,Srebrny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
909,25000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro,2007,287 000 km,2 967 cm3,Diesel,233 KM,Manualna,4x4 (stały),11 l/100km,Kombi,5,5,Srebrny,null,Szwajcaria,null,Tak,null,null,null,Używane,null,null,null,null,null,null
910,79000,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI S tronic,2016,253 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,null,6 l/100km,Kombi,5,5,Czarny,null,null,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
911,52200,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2013,128 000 km,1 968 cm3,Diesel,177 KM,Manualna,null,6 l/100km,Sedan,5,5,Inny kolor,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
912,41000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2009,247 200 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Srebrny,Metalik,Niemcy,09/06/2009,Tak,null,Tak,null,Używane,SB4073X,null,null,null,null,null
913,11900,Osoby prywatnej,Osobowe,Audi,A6,null,2003,316 700 km,2 393 cm3,Benzyna+LPG,170 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Czarny,Metalik,Niemcy,11/12/2003,Tak,null,Tak,null,Używane,CRASA31,null,null,null,null,null
914,39900,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TFSI quattro tiptronic,2009,190 000 km,2 995 cm3,Benzyna,290 KM,Automatyczna,4x4 (stały),"13,30 l/100km",Kombi,5,5,Szary,Metalik,Szwajcaria,23/04/2009,Tak,null,Tak,null,Używane,LU650LA,223 g/km,null,null,null,null
915,64800,Osoby prywatnej,Osobowe,Audi,A6,3.0 TFSI Quattro S tronic,2011,220 000 km,2 995 cm3,Benzyna,299 KM,Automatyczna,4x4 (stały),10 l/100km,Sedan,5,5,Inny kolor,Metalik,Polska,null,Tak,null,Tak,null,Używane,null,116 g/km,null,null,null,null
916,11899,Osoby prywatnej,Osobowe,Audi,A6,null,1996,285 000 km,2 600 cm3,Benzyna,150 KM,Manualna,Na przednie koła,null,Kombi,5,5,Niebieski,Metalik,Niemcy,20/06/1996,Tak,null,null,null,Używane,PZL 00786,null,null,null,null,null
917,79900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI DPF multitronic,2013,143 500 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,6 l/100km,Sedan,4,5,Szary,Metalik,Niemcy,null,Tak,null,Tak,null,Używane,PNT 90900,null,null,null,null,null
918,14999,Osoby prywatnej,Osobowe,Audi,A6,null,1997,313 400 km,2 771 cm3,Benzyna,193 KM,Manualna,4x4 (stały),null,Sedan,5,5,Zielony,Metalik,Niemcy,02/11/2005,Tak,null,null,null,Używane,GCH30797,null,null,null,null,null
919,21900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2006,246 096 km,2 967 cm3,Diesel,224 KM,Automatyczna,null,11 l/100km,Kombi,5,5,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
920,89999,Firmy,Osobowe,Audi,A6,2.0 TDI ultra S tronic,2016,160 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,4 l/100km,Sedan,5,5,Czarny,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,null,null,null,null,null
921,36900,Firmy,Osobowe,Audi,A6,Avant 2.7 TDI DPF quattro tiptronic,2011,266 000 km,2 698 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),"9,40 l/100km",Kombi,5,5,Szary,Metalik,Niemcy,null,Tak,null,null,Tak,Używane,null,null,null,null,null,null
922,292829,Firmy,Osobowe,Audi,A6,null,2022,null,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,5,null,Czarny,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
923,28500,Osoby prywatnej,Osobowe,Audi,A6,3.2 FSI Quattro Tiptr,2005,230 000 km,3 123 cm3,Benzyna+LPG,255 KM,Automatyczna,null,17 l/100km,Sedan,4,5,Fioletowy,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
924,20900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2004,235 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Sedan,4,5,Czarny,Metalik,Niemcy,15/11/2005,Tak,null,Tak,null,Używane,null,null,null,null,null,null
925,39900,Firmy,Osobowe,Audi,A6,Avant 2.8 FSI,2009,244 209 km,2 773 cm3,Benzyna,190 KM,Manualna,Na przednie koła,12 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
926,65000,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro S tronic,2013,238 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),"6,80 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,30/04/2013,Tak,null,null,null,Używane,null,152 g/km,null,null,null,null
927,18000,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Multitronic,2006,326 206 km,2 698 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,10 l/100km,Kombi,5,5,Srebrny,Metalik,Niemcy,24/04/2006,null,null,null,null,Używane,FZI2150A,null,null,null,null,null
928,8300,Osoby prywatnej,Osobowe,Audi,A6,null,1998,220 000 km,1 800 cm3,Benzyna+LPG,149 KM,Manualna,Na przednie koła,null,Sedan,5,5,Inny kolor,Metalik,null,02/02/1998,null,null,null,null,Używane,null,null,null,null,null,null
929,21999,Osoby prywatnej,Osobowe,Audi,A6,null,2004,199 204 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,13 l/100km,Sedan,4,5,Inny kolor,Metalik,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
930,10500,Firmy,Osobowe,Audi,A6,null,2001,226 500 km,2 000 cm3,Benzyna+LPG,130 KM,Manualna,Na przednie koła,null,Sedan,4,5,Niebieski,Metalik,Niemcy,null,Tak,Tak,null,Tak,Używane,null,null,null,null,null,null
931,14900,Osoby prywatnej,Osobowe,Audi,A6,null,2003,256 433 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,null,Sedan,4,5,Czarny,Metalik,Polska,01/03/2003,Tak,null,Tak,null,Używane,NOL00443,null,null,null,null,null
932,105000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2018,160 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,20 l/100km",Kombi,5,5,Biały,null,Polska,null,Tak,null,null,Tak,Używane,null,null,Tak,null,null,null
933,25900,Osoby prywatnej,Osobowe,Audi,A6,null,2006,260 000 km,2 393 cm3,Benzyna,177 KM,Automatyczna,Na przednie koła,7 l/100km,Sedan,4,5,Czarny,Metalik,null,null,null,Tak,Tak,Tak,Używane,W,149 g/km,null,null,null,null
934,6090,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI DPF,2013,249 614 km,2 967 cm3,Diesel,204 KM,Manualna,4x4 (stały),"6,50 l/100km",Kombi,5,5,Czarny,Metalik,null,01/01/2013,null,null,null,null,Używane,null,null,null,null,null,null
935,26000,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Multitronic,2008,292 430 km,2 698 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,10 l/100km,Kombi,5,5,Szary,Metalik,Holandia,03/07/2014,Tak,null,Tak,null,Używane,WW1869E,null,null,null,null,null
936,269800,Firmy,Osobowe,Audi,A6,Avant 50 TDI quattro tiptronic,2019,123 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),"7,60 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,02/02/2019,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
937,11900,Osoby prywatnej,Osobowe,Audi,A6,null,2000,340 000 km,2 400 cm3,Benzyna+LPG,165 KM,Automatyczna,Na przednie koła,null,Kombi,5,4,Fioletowy,Metalik,null,null,null,null,Tak,null,Używane,null,null,null,null,null,null
938,9900,Firmy,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2005,203 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,null,11 l/100km,Sedan,4,5,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
939,19900,Osoby prywatnej,Osobowe,Audi,A6,null,2008,238 300 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,9 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,28/04/2008,null,null,Tak,Tak,Używane,null,null,null,null,null,null
940,43800,Osoby prywatnej,Osobowe,Audi,A6,null,2010,205 000 km,2 698 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,7 l/100km,Kombi,5,5,Brązowy,Metalik,null,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
941,18800,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Multitronic,2006,546 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,9 l/100km,Kombi,4,5,Czarny,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
942,25500,Firmy,Osobowe,Audi,A6,Avant 2.7 TDI DPF,2011,259 000 km,2 698 cm3,Diesel,190 KM,Manualna,Na przednie koła,"8,30 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,null,Tak,null,null,null,Używane,null,null,null,null,null,null
943,249000,Firmy,Osobowe,Audi,A6,null,2021,31 233 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Srebrny,Metalik,null,25/06/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
944,52500,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF,2012,289 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,"7,50 l/100km",Kombi,5,5,Inny kolor,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,152 g/km,null,null,null,null
945,29500,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2007,229 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Czarny,null,Niemcy,23/08/2007,Tak,null,Tak,null,Używane,null,null,null,null,null,null
946,140000,Firmy,Osobowe,Audi,A6,null,2019,52 200 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
947,9000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2007,275 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Szary,Metalik,Niemcy,17/07/2007,Tak,null,null,null,Używane,WPY30956,null,null,null,null,null
948,99900,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2016,237 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),"5,70 l/100km",Kombi,5,5,Czarny,Metalik,Austria,null,Tak,Tak,Tak,Tak,Używane,ONY31386,135 g/km,Tak,null,null,null
949,119900,Firmy,Osobowe,Audi,A6,null,2017,146 600 km,2 000 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Biały,null,Polska,null,Tak,null,null,Tak,Używane,null,null,Tak,Tak,null,null
950,10500,Osoby prywatnej,Osobowe,Audi,A6,null,1999,392 421 km,2 395 cm3,Benzyna+LPG,167 KM,Automatyczna,Na przednie koła,null,Sedan,5,5,Czarny,Metalik,null,22/02/1999,Tak,null,Tak,null,Używane,GND 3Y41,null,null,null,null,null
951,21800,Firmy,Osobowe,Audi,A6,2.0T FSI Multitronic,2006,287 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,null,11 l/100km,Kombi,5,5,Szary,Metalik,Belgia,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
