,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,Numer rejestracyjny pojazdu,Emisja CO2,Faktura VAT,Leasing,Tuning,Okres gwarancji producenta
472,45000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI multitronic,2011,257 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,null,"10,40 l/100km",Sedan,4,5,Szary,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
473,209900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Competition Tiptr,2018,65 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,null,7 l/100km,Sedan,5,null,Szary,null,Polska,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,01/07/2023
474,89500,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Ultra S tronic,2016,206 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Sedan,4,5,Niebieski,null,Niemcy,15/02/2016,Tak,Tak,Tak,Tak,Używane,Wu5726e,null,null,null,null,null
475,26900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2006,256 121 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
476,36000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2008,292 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,4x4 (stały),9 l/100km,Sedan,5,5,Złoty,Metalik,Niemcy,13/11/2008,Tak,null,Tak,Tak,Używane,rle48722,null,null,null,null,null
477,5999,Firmy,Osobowe,Audi,A6,null,1999,305 805 km,2 496 cm3,Diesel,150 KM,Manualna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,null,17/12/1999,Tak,null,null,null,Używane,CBY 43297,null,null,null,null,null
478,19600,Firmy,Osobowe,Audi,A6,2.0 TDI,2007,305 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,8 l/100km,Kombi,5,5,Niebieski,Metalik,Niemcy,05/04/2007,null,Tak,Tak,Tak,Używane,null,null,null,null,null,null
479,6900,Osoby prywatnej,Osobowe,Audi,A6,null,2000,540 000 km,1 896 cm3,Diesel,110 KM,Manualna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,Niemcy,04/01/2000,Tak,null,null,null,Używane,FZ 7794L,null,null,null,null,null
480,63200,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI DPF multitronic,2013,198 000 km,1 968 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,"7,50 l/100km",Kombi,5,5,Czarny,Metalik,Belgia,null,null,Tak,null,Tak,Używane,null,null,null,null,null,null
481,22500,Firmy,Osobowe,Audi,A6,2.4,2004,205 200 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,14 l/100km,Kombi,4,5,Inny kolor,Metalik,Polska,09/06/2005,Tak,Tak,Tak,Tak,Używane,AXK2550,129 g/km,null,null,null,null
482,24500,Firmy,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2012,176 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),6 l/100km,Kombi,5,5,Inny kolor,Metalik,Niemcy,null,null,null,null,null,Używane,null,null,null,null,null,null
483,36900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2009,289 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,4x4 (stały),9 l/100km,Kombi,5,5,Niebieski,null,Polska,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
484,22990,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro,2006,263 000 km,2 967 cm3,Diesel,224 KM,Manualna,4x4 (stały),11 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,null,Tak,null,Tak,Tak,Używane,LSW 43595,null,null,null,null,null
485,59900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI ultra S tronic,2014,307 605 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,4,5,Czarny,null,null,03/11/2014,Tak,null,Tak,null,Używane,LSW37402,null,null,null,null,null
486,110900,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2015,127 453 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),6 l/100km,Kombi,5,5,Czarny,Metalik,null,null,Tak,null,null,null,Używane,null,138 g/km,Tak,null,null,null
487,124700,Firmy,Osobowe,Audi,A6,2.0 TDI ultra,2018,170 000 km,1 968 cm3,Diesel,190 KM,Manualna,Na przednie koła,5 l/100km,Sedan,5,5,Czarny,Metalik,Niemcy,null,null,null,Tak,Tak,Używane,null,119 g/km,Tak,null,null,null
488,132500,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI ultra S tronic,2015,75 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,5 l/100km,Sedan,5,5,Inny kolor,Metalik,Niemcy,11/08/2015,Tak,null,null,Tak,Używane,PPL 00779,null,null,null,null,null
489,59900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2013,263 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,6 l/100km,Kombi,5,5,Czarny,Perłowy,Niemcy,null,null,null,Tak,Tak,Używane,NU220V,null,null,null,null,null
490,35900,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI,2010,339 000 km,2 698 cm3,Diesel,190 KM,Manualna,Na przednie koła,8 l/100km,Kombi,5,5,Szary,null,Niemcy,null,Tak,null,Tak,null,Używane,LC 76600,null,null,null,null,null
491,11600,Osoby prywatnej,Osobowe,Audi,A6,null,2002,108 965 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,Niemcy,23/10/2002,Tak,null,Tak,null,Używane,NLI 9E41,null,null,null,null,null
492,21500,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2006,281 300 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,8 l/100km,Kombi,5,5,Szary,Metalik,Niemcy,24/10/2006,Tak,null,null,null,Używane,null,null,null,null,null,null
493,19800,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI,2008,266 800 km,2 698 cm3,Diesel,180 KM,Manualna,Na przednie koła,9 l/100km,Kombi,5,5,Czarny,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
494,27900,Firmy,Osobowe,Audi,A6,2.4,2004,138 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,14 l/100km,Sedan,4,5,Srebrny,Metalik,Niemcy,07/07/2004,null,null,null,null,Używane,CFC19,null,null,null,null,null
495,21999,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro,2005,361 000 km,2 967 cm3,Diesel,224 KM,Manualna,4x4 (stały),11 l/100km,Kombi,5,5,Szary,Perłowy,Niemcy,03/05/2005,Tak,null,null,null,Używane,GD339SA,null,null,null,Tak,null
496,240000,Osoby prywatnej,Osobowe,Audi,A6,45 TFSI mHEV Quattro S tronic,2021,5 636 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (dołączany automatycznie),8 l/100km,Sedan,5,5,Czarny,Perłowy,Polska,null,Tak,Tak,Tak,Tak,Używane,null,172 g/km,null,null,null,null
497,81900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TFSI Quattro S tronic,2015,177 100 km,2 995 cm3,Benzyna,310 KM,Automatyczna,4x4 (stały),10 l/100km,Sedan,5,5,Niebieski,Perłowy,Stany Zjednoczone,null,null,null,null,null,Używane,null,null,null,null,null,null
498,97000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2015,189 850 km,1 968 cm3,Diesel,190 KM,Automatyczna,null,"5,20 l/100km",Kombi,5,5,Czarny,Perłowy,Belgia,08/05/2015,null,null,null,Tak,Używane,null,null,null,Tak,null,null
499,265000,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2021,8 500 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),5 l/100km,Sedan,5,5,Czarny,Metalik,Polska,21/09/2021,Tak,Tak,null,Tak,Używane,GWE4716R,null,Tak,null,null,27/10/2026
500,21900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2006,246 100 km,2 967 cm3,Diesel,224 KM,Automatyczna,null,9 l/100km,Kombi,5,5,Czarny,Perłowy,null,null,Tak,Tak,Tak,null,Używane,null,null,null,null,null,null
501,67000,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF multitronic,2012,152 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,"5,90 l/100km",Kombi,5,5,Szary,Metalik,Niemcy,29/05/2012,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
502,31900,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro tiptronic,2009,340 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,4x4 (stały),"9,30 l/100km",Kombi,5,5,Inny kolor,Metalik,Polska,null,Tak,null,null,null,Używane,null,null,null,null,null,null
503,105000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI quattro S tronic,2017,44 153 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),"8,30 l/100km",Sedan,4,5,Biały,Perłowy,Stany Zjednoczone,null,Tak,null,null,null,Używane,SB460AC,null,null,null,null,null
504,32900,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI,2009,278 000 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,10 l/100km,Sedan,4,null,Szary,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
505,11500,Osoby prywatnej,Osobowe,Audi,A6,null,2002,266 000 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,null,Sedan,5,5,Czarny,Metalik,Niemcy,24/09/2002,Tak,null,null,null,Używane,null,null,null,null,null,null
506,7500,Osoby prywatnej,Osobowe,Audi,A6,null,2003,273 000 km,2 496 cm3,Diesel,180 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Szary,Metalik,Niemcy,null,Tak,null,null,null,Używane,CG41811,null,null,null,null,null
507,19400,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI,2006,324 500 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,11 l/100km,Kombi,5,5,Fioletowy,Metalik,Niemcy,28/03/2006,Tak,null,null,null,Używane,null,null,null,null,null,null
508,121900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2018,67 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,20 l/100km",Kombi,5,5,Szary,Metalik,null,null,Tak,null,null,Tak,Używane,null,null,null,null,null,null
509,3990,Firmy,Osobowe,Audi,A6,null,1998,299 999 km,2 460 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),null,Sedan,4,5,Czerwony,null,Niemcy,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
510,82000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2012,373 000 km,2 967 cm3,Diesel,313 KM,Automatyczna,null,8 l/100km,Kombi,5,5,Biały,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
511,26500,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2005,295 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Inny kolor,null,null,null,Tak,null,null,null,Używane,null,null,null,null,null,null
512,79999,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra DPF S tronic,2015,195 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,30 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,29/05/2015,null,null,Tak,Tak,Używane,null,99 g/km,null,null,null,null
513,27900,Osoby prywatnej,Osobowe,Audi,A6,2.4 Quattro,2007,200 000 km,2 393 cm3,Benzyna,177 KM,Manualna,4x4 (stały),16 l/100km,Kombi,5,5,Inny kolor,null,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
514,61300,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI multitronic,2012,147 000 km,1 984 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,"8,10 l/100km",Sedan,4,5,Srebrny,Metalik,Niemcy,16/11/2012,Tak,null,Tak,null,Używane,FZI0028A,149 g/km,null,null,null,null
515,13500,Osoby prywatnej,Osobowe,Audi,A6,null,2003,248 700 km,1 984 cm3,Benzyna+LPG,130 KM,Manualna,Na przednie koła,null,Sedan,4,5,Srebrny,null,Niemcy,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
516,61000,Osoby prywatnej,Osobowe,Audi,A6,null,2012,267 000 km,1 968 cm3,Diesel,170 KM,Automatyczna,Na przednie koła,8 l/100km,Kombi,5,5,Szary,null,Belgia,null,null,null,Tak,null,Używane,null,null,null,null,null,null
517,144026,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI quattro S tronic,2018,76 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),"6,10 l/100km",Kombi,5,5,Czarny,Metalik,Polska,22/05/2018,Tak,null,Tak,Tak,Używane,ZS325PM,null,Tak,Tak,null,null
518,9000,Osoby prywatnej,Osobowe,Audi,A6,null,1995,191 000 km,2 600 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Zielony,Metalik,Polska,04/10/1995,Tak,null,null,null,Używane,null,null,null,null,null,null
519,17000,Osoby prywatnej,Osobowe,Audi,A6,null,2003,236 000 km,2 671 cm3,Benzyna,350 KM,Manualna,4x4 (stały),null,Sedan,5,5,Czarny,null,null,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
520,69999,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI ultra,2015,315 000 km,1 968 cm3,Diesel,190 KM,Manualna,null,5 l/100km,Kombi,5,5,Złoty,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
521,58900,Firmy,Osobowe,Audi,A6,2.0 TDI Prime Line Multitronic,2012,221 007 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,6 l/100km,Kombi,5,5,Złoty,Metalik,Belgia,null,null,null,null,null,Używane,null,117 g/km,null,null,null,null
522,76000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2014,279 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),7 l/100km,Sedan,5,5,Szary,Metalik,null,14/05/2014,Tak,null,Tak,Tak,Używane,SC9932N,null,null,null,null,null
523,149000,Osoby prywatnej,Osobowe,Audi,A6,55 TFSI GPF mHEV Quattro Sport S tronic,2020,33 000 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (stały),10 l/100km,Kombi,4,5,Szary,Metalik,Stany Zjednoczone,null,null,null,null,null,Używane,null,null,null,null,null,null
524,65000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI,2013,77 600 km,1 998 cm3,Benzyna,211 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,5,5,Czarny,null,Kanada,null,Tak,null,null,Tak,Używane,RMI 0058C,null,null,null,null,null
525,474500,Firmy,Osobowe,Audi,A6,55 TFSI mHEV Quattro Sport S tronic,2021,5 000 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (stały),10 l/100km,Sedan,5,5,Czarny,Metalik,null,null,null,null,Tak,null,Nowe,null,170 g/km,Tak,Tak,null,null
526,19999,Osoby prywatnej,Osobowe,Audi,A6,2.4 Multitronic,2005,223 000 km,2 393 cm3,Benzyna,177 KM,Automatyczna,Na przednie koła,13 l/100km,Kombi,5,5,Niebieski,Metalik,Niemcy,null,null,null,Tak,null,Używane,null,null,null,null,null,null
527,64000,Firmy,Osobowe,Audi,A6,2.0 TDI,2014,207 060 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,6 l/100km,Kombi,5,5,Srebrny,Metalik,Szwecja,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
528,12999,Osoby prywatnej,Osobowe,Audi,A6,null,2003,230 000 km,2 400 cm3,Benzyna,170 KM,Manualna,4x4 (stały),null,Sedan,4,null,Niebieski,null,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
529,35999,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2007,270 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (dołączany automatycznie),11 l/100km,Kombi,5,5,Czarny,Metalik,null,18/10/2021,Tak,Tak,null,Tak,Używane,null,null,null,null,null,null
530,55900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF multitronic,2012,218 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,"6,10 l/100km",Kombi,5,5,Szary,Metalik,Niemcy,31/05/2012,null,null,null,Tak,Używane,null,null,null,null,null,null
531,24500,Osoby prywatnej,Osobowe,Audi,A6,null,1996,310 200 km,2 598 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,null,23/01/1996,Tak,null,Tak,Tak,Używane,KCH 16675,null,null,null,null,null
532,49900,Firmy,Osobowe,Audi,A6,null,2014,60 030 km,1 984 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),null,Sedan,5,5,Biały,null,Stany Zjednoczone,null,null,null,null,Tak,Używane,null,null,null,null,null,null
533,21500,Firmy,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2005,282 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Sedan,4,5,Czarny,Metalik,null,null,Tak,null,null,null,Używane,null,null,null,null,null,null
534,109900,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2017,170 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,20 l/100km",Kombi,5,5,Inny kolor,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
535,6999,Osoby prywatnej,Osobowe,Audi,A6,null,1997,362 785 km,1 800 cm3,Benzyna+LPG,150 KM,Manualna,Na przednie koła,null,Sedan,5,5,Inny kolor,null,null,13/08/1997,Tak,null,null,null,Używane,CSWEC62,null,null,null,null,null
536,10600,Osoby prywatnej,Osobowe,Audi,A6,null,2003,315 000 km,2 500 cm3,Diesel,180 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Złoty,Metalik,null,18/02/2004,null,null,Tak,null,Używane,Sta03013,163 g/km,null,null,null,null
537,244900,Firmy,Osobowe,Audi,A6,null,2018,116 400 km,3 000 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,null,Niemcy,24/10/2018,Tak,null,Tak,Tak,Używane,null,null,Tak,null,null,null
538,49900,Firmy,Osobowe,Audi,A6,2.0 TDI Limited Edition Multitr,2010,180 000 km,1 968 cm3,Diesel,170 KM,Automatyczna,Na przednie koła,7 l/100km,Kombi,4,5,Złoty,Perłowy,Niemcy,02/04/2010,null,Tak,Tak,Tak,Używane,brak,128 g/km,null,null,null,null
539,26777,Firmy,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2006,263 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,null,null,Tak,Tak,Tak,Używane,null,null,null,null,null,null
540,4900,Osoby prywatnej,Osobowe,Audi,A6,null,2002,233 755 km,2 393 cm3,Benzyna+LPG,170 KM,Automatyczna,null,null,Kombi,5,5,Szary,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
541,219000,Firmy,Osobowe,Audi,A6,null,2020,31 262 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,null,17/03/2021,null,Tak,null,Tak,Używane,null,null,Tak,Tak,null,null
542,108698,Firmy,Osobowe,Audi,A6,null,2019,180 162 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
543,45900,Firmy,Osobowe,Audi,A6,null,2014,120 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,null,Sedan,4,null,Czarny,null,null,null,Tak,null,null,null,Używane,null,null,null,null,null,null
544,259900,Firmy,Osobowe,Audi,A6,null,2020,16 400 km,2 000 cm3,Hybryda,299 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Czarny,null,null,null,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
545,234900,Firmy,Osobowe,Audi,A6,null,2019,106 900 km,3 000 cm3,Diesel,231 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Niebieski,Metalik,null,01/03/2019,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
546,79000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2015,294 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,20 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,null,Tak,null,Tak,Tak,Używane,WOT 73767,null,null,null,null,null
547,94900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI quattro S tronic,2017,200 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),"6,10 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,null,null,null,Tak,Tak,Używane,null,169 g/km,Tak,null,null,null
548,99999,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2015,300 222 km,2 967 cm3,Diesel,218 KM,Automatyczna,4x4 (stały),"5,70 l/100km",Sedan,5,5,Inny kolor,Metalik,Belgia,null,null,Tak,Tak,Tak,Używane,null,null,null,null,null,null
549,97170,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI clean diesel Quattro S tronic,2014,238 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),7 l/100km,Kombi,5,5,Srebrny,Metalik,null,10/09/2014,null,null,null,null,Używane,null,null,null,null,null,null
550,335157,Firmy,Osobowe,Audi,A6,null,2022,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
551,411857,Firmy,Osobowe,Audi,A6,null,2021,null,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Szary,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
552,144900,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI competition quattro tiptronic,2016,133 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (stały),"7,70 l/100km",Kombi,5,5,Biały,Perłowy,Francja,null,Tak,null,null,null,Używane,null,null,null,null,null,null
553,30000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2008,250 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,8 l/100km,Sedan,5,5,Czarny,Metalik,Niemcy,null,Tak,null,null,null,Używane,WZ645ER,null,null,null,null,null
554,231900,Firmy,Osobowe,Audi,A6,null,2021,24 060 km,1 998 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),null,Sedan,5,5,Czarny,Metalik,Niemcy,25/01/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
555,239900,Firmy,Osobowe,Audi,A6,null,2018,119 200 km,3 000 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Szary,Perłowy,Niemcy,28/11/2018,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
556,54900,Firmy,Osobowe,Audi,A6,3.0 TDI DPF quattro S tronic,2012,335 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),"7,20 l/100km",Sedan,4,5,Czarny,Metalik,null,null,null,null,Tak,null,Używane,null,null,null,null,null,null
557,196000,Osoby prywatnej,Osobowe,Audi,A6,55 TFSI GPF mHEV Quattro Sport S tronic,2019,21 800 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (stały),10 l/100km,Sedan,4,5,Czarny,Metalik,null,01/07/2019,Tak,null,null,null,Używane,null,null,null,null,null,null
558,331300,Firmy,Osobowe,Audi,A6,40 TDI mHEV Sport S tronic,2022,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,5,5,Niebieski,Metalik,null,null,null,null,Tak,null,Nowe,null,118 g/km,Tak,Tak,null,null
559,115000,Osoby prywatnej,Osobowe,Audi,A6,null,2015,164 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Inny kolor,Metalik,Niemcy,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
560,36300,Firmy,Osobowe,Audi,A6,null,2012,132 528 km,1 968 cm3,Diesel,177 KM,Automatyczna,null,null,Kombi,5,5,Biały,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
561,77900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra,2015,132 390 km,1 968 cm3,Diesel,150 KM,Manualna,null,"5,30 l/100km",Kombi,5,5,Srebrny,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
562,199900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Sport S tronic,2018,81 300 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,5,5,Szary,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,118 g/km,Tak,Tak,null,null
563,149000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Quattro S tronic,2018,148 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),5 l/100km,Sedan,5,5,Biały,null,Polska,04/12/2018,Tak,Tak,Tak,Tak,Używane,ELW05628,null,null,null,null,null
564,15800,Firmy,Osobowe,Audi,A6,null,2003,314 162 km,1 900 cm3,Diesel,130 KM,Manualna,Na przednie koła,7 l/100km,Kombi,4,5,Niebieski,Metalik,null,null,Tak,null,Tak,null,Używane,null,105 g/km,null,null,null,null
565,214900,Firmy,Osobowe,Audi,A6,null,2018,89 600 km,3 000 cm3,Diesel,231 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,Metalik,Niemcy,15/10/2018,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
566,269800,Firmy,Osobowe,Audi,A6,Avant 50 TDI quattro tiptronic,2019,85 900 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),"7,60 l/100km",Kombi,5,5,Niebieski,Metalik,Niemcy,02/02/2019,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
567,168000,Osoby prywatnej,Osobowe,Audi,A6,null,2018,69 000 km,2 000 cm3,Benzyna,251 KM,Automatyczna,4x4 (stały),8 l/100km,Sedan,5,5,Czarny,null,Polska,null,Tak,null,Tak,Tak,Używane,null,null,Tak,Tak,null,20/03/2023
